Date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Dealer_Net_All,Dealer_Net_Ratio_All,Asset_Mgr_Net_All,Asset_Mgr_Net_Ratio_All,Lev_Money_Net_All,Lev_Money_Net_Ratio_All,Other_Rept_Net_All,Other_Rept_Net_Ratio_All,NonRept_Net_All,NonRept_Net_Ratio_All
2019-03-05,BITCOIN-USD - CBOE FUTURES EXCHANGE,3896,55,0,0,27,488,2154,1246,1136,2084,3612,1812,284,55,0.014117043121149897,-27,-0.006930184804928132,-1666,-0.42761806981519507,110,0.028234086242299793,1528,0.3921971252566735
2019-03-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3226,0,124,33,228,1347,1812,823,559,2368,2888,858,338,-124,-0.038437693738375696,-195,-0.060446373217606944,-465,-0.14414135151890886,264,0.08183508989460632,520,0.16119032858028517
2019-03-12,BITCOIN-USD - CBOE FUTURES EXCHANGE,4109,55,0,0,27,596,2247,1301,1009,2404,3735,1705,374,55,0.013385251886103676,-27,-0.006570941834996349,-1651,-0.40180092479922125,292,0.07106351910440496,1331,0.3239230956437089
2019-03-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3480,0,124,97,195,1459,2257,751,343,2638,3250,842,230,-124,-0.035632183908045977,-98,-0.028160919540229885,-798,-0.2293103448275862,408,0.11724137931034483,612,0.17586206896551723
2019-03-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3681,0,124,156,177,1460,2528,767,285,2678,3409,1003,272,-124,-0.033686498234175494,-21,-0.0057049714751426246,-1068,-0.29013854930725347,482,0.13094267861994024,731,0.19858734039663134
2019-03-19,BITCOIN-USD - CBOE FUTURES EXCHANGE,3350,55,0,0,27,453,2248,1272,791,1828,3114,1522,236,55,0.016417910447761194,-27,-0.008059701492537314,-1795,-0.5358208955223881,481,0.1435820895522388,1286,0.3838805970149254
2019-03-26,BITCOIN-USD - CBOE FUTURES EXCHANGE,3037,55,0,0,27,229,1889,1172,784,1593,2837,1444,200,55,0.018109976950938425,-27,-0.008890352321369773,-1660,-0.5465920316101416,388,0.1277576555811656,1244,0.4096147513994073
2019-03-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3428,0,124,35,241,1238,2105,687,88,2498,3096,930,332,-124,-0.03617269544924154,-206,-0.060093348891481914,-867,-0.2529171528588098,599,0.17473745624270712,598,0.17444574095682613
2019-04-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4000,0,158,315,89,1517,2598,598,440,2901,3756,1099,244,-158,-0.0395,226,0.0565,-1081,-0.27025,158,0.0395,855,0.21375
2019-04-02,BITCOIN-USD - CBOE FUTURES EXCHANGE,3227,55,0,0,0,351,1862,1047,934,1571,2914,1656,313,55,0.017043693833281685,0,0.0,-1511,-0.4682367524016114,113,0.03501704369383328,1343,0.41617601487449646
2019-04-09,BITCOIN-USD - CBOE FUTURES EXCHANGE,3273,55,0,0,0,366,1573,1176,1282,1808,3066,1465,207,55,0.016804155209288116,0,0.0,-1207,-0.36877482432019554,-106,-0.03238619003971891,1258,0.38435685915062634
2019-04-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4443,0,158,244,80,1968,2714,634,804,3267,4177,1176,266,-158,-0.035561557506189514,164,0.03691199639882962,-746,-0.1679045689849201,-170,-0.03826243529146973,910,0.20481656538374973
2019-04-16,BITCOIN-USD - CBOE FUTURES EXCHANGE,2764,55,0,0,0,212,1198,1168,1271,1531,2565,1233,199,55,0.019898697539797394,0,0.0,-986,-0.35672937771345875,-103,-0.037264833574529664,1034,0.374095513748191
2019-04-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4324,0,158,163,201,2272,2541,532,975,3160,4068,1164,256,-158,-0.03654024051803885,-38,-0.008788159111933395,-269,-0.0622109158186864,-443,-0.10245143385753931,908,0.20999074930619796
2019-04-23,BITCOIN-USD - CBOE FUTURES EXCHANGE,2710,55,0,0,0,206,1332,1161,1233,1422,2565,1288,145,55,0.02029520295202952,0,0.0,-1126,-0.4154981549815498,-72,-0.026568265682656828,1143,0.4217712177121771
2019-04-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4313,0,158,245,132,2025,2458,501,1173,2927,4077,1386,236,-158,-0.03663343380477626,113,0.026199860885694412,-433,-0.10039415719916532,-672,-0.15580802225828888,1150,0.26663575237653603
2019-04-30,BITCOIN-USD - CBOE FUTURES EXCHANGE,2921,55,0,0,0,167,1424,1076,917,1662,2705,1259,216,55,0.018829168093118794,0,0.0,-1257,-0.4303320780554605,159,0.05443341321465252,1043,0.3570694967476892
2019-04-30,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3817,0,123,254,72,1789,2375,458,942,2599,3610,1218,207,-123,-0.03222425988996594,182,0.047681425203039036,-586,-0.15352370971967513,-484,-0.12680115273775217,1011,0.2648676971443542
2019-05-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4388,0,123,286,0,1941,2692,719,1216,3054,4139,1334,249,-123,-0.028030993618960803,286,0.06517775752051048,-751,-0.1711485870556062,-497,-0.11326344576116681,1085,0.24726526891522332
2019-05-07,BITCOIN-USD - CBOE FUTURES EXCHANGE,2607,55,0,0,0,226,887,899,1244,1420,2371,1187,236,55,0.02109704641350211,0,0.0,-661,-0.253548139624089,-345,-0.1323360184119678,951,0.36478711162255467
2019-05-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4447,0,123,199,0,2289,2455,317,1218,3094,4085,1353,362,-123,-0.027659096019788623,199,0.04474926917022712,-166,-0.037328536091747244,-901,-0.20260850011243536,991,0.2228468630537441
2019-05-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4650,0,123,223,0,2354,2498,268,1251,3229,4256,1421,394,-123,-0.026451612903225806,223,0.04795698924731183,-144,-0.03096774193548387,-983,-0.2113978494623656,1027,0.22086021505376344
2019-05-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5190,0,123,319,0,2709,2763,238,1577,3637,4834,1553,356,-123,-0.023699421965317918,319,0.061464354527938345,-54,-0.010404624277456647,-1339,-0.25799614643545277,1197,0.230635838150289
2019-06-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4436,0,0,300,56,2321,2698,213,1043,3045,4008,1391,428,0,0.0,244,0.05500450856627592,-377,-0.08498647430117223,-830,-0.18710550045085664,963,0.21708746618575292
2019-06-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4434,0,0,359,0,2073,3044,362,751,3074,4075,1360,359,0,0.0,359,0.08096526838069464,-971,-0.2189896256202075,-389,-0.08773116824537663,1001,0.2257555254848895
2019-06-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5391,0,0,354,0,2564,2911,482,1621,3891,5023,1500,368,0,0.0,354,0.06566499721758487,-347,-0.06436653682062697,-1139,-0.21127805601929142,1132,0.2099795956223335
2019-06-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6021,0,0,310,0,3093,3246,490,1967,4284,5604,1737,417,0,0.0,310,0.05148646404251785,-153,-0.025411061285500747,-1477,-0.24530808835741572,1320,0.2192326856003986
2019-07-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5839,36,0,188,146,3253,3326,605,1812,4304,5506,1535,333,36,0.006165439287549238,42,0.007193012502140777,-73,-0.0125021407775304,-1207,-0.20671347833533138,1202,0.20585716732317177
2019-07-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6075,57,0,249,109,3233,3730,625,1711,4345,5731,1730,344,57,0.009382716049382716,140,0.023045267489711935,-497,-0.08181069958847736,-1086,-0.17876543209876544,1386,0.22814814814814816
2019-07-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5322,39,0,211,151,2566,3394,506,1157,3533,4913,1789,409,39,0.007328072153325817,60,0.011273957158962795,-828,-0.1555806087936866,-651,-0.12232243517474634,1380,0.2593010146561443
2019-07-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4928,40,0,102,111,2208,2799,682,1370,3216,4464,1712,464,40,0.008116883116883116,-9,-0.0018262987012987013,-591,-0.11992694805194805,-688,-0.1396103896103896,1248,0.2532467532467532
2019-07-30,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4302,60,0,251,147,1843,2288,533,1280,2779,3807,1523,495,60,0.01394700139470014,104,0.02417480241748024,-445,-0.10344026034402604,-747,-0.17364016736401675,1028,0.2389586238958624
2019-08-06,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4692,0,0,260,224,1847,2264,713,1586,2892,4146,1800,546,0,0.0,36,0.0076726342710997444,-417,-0.08887468030690537,-873,-0.1860613810741688,1254,0.2672634271099744
2019-08-13,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4729,0,50,222,224,2002,2480,647,1346,2981,4210,1748,519,-50,-0.010573059843518714,-2,-0.00042292239374074856,-478,-0.10107845210403892,-699,-0.14781137661239163,1229,0.25988581095369
2019-08-20,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4485,0,50,266,224,1836,2209,463,1350,2789,4057,1696,428,-50,-0.011148272017837236,42,0.009364548494983277,-373,-0.08316610925306578,-887,-0.19777034559643256,1268,0.2827201783723523
2019-08-27,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4091,0,50,237,222,1739,2093,309,1131,2366,3577,1725,514,-50,-0.012221950623319482,15,0.0036665851869958446,-354,-0.08653141041310193,-822,-0.20092886824737227,1211,0.29601564409679787
2019-09-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4493,31,50,324,163,1979,2467,421,1221,2909,4055,1584,438,-19,-0.0042288003561095034,161,0.035833518807033164,-488,-0.10861339862007567,-800,-0.17805475183618963,1146,0.25506343200534165
2019-09-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4128,31,50,244,190,1692,2233,480,951,2700,3677,1428,451,-19,-0.004602713178294574,54,0.01308139534883721,-541,-0.1310562015503876,-471,-0.11409883720930232,977,0.2366763565891473
2019-09-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4174,31,50,262,201,1688,2254,521,1093,2721,3817,1453,357,-19,-0.004551988500239578,61,0.014614278869190225,-566,-0.13560134163871587,-572,-0.1370388116914231,1096,0.2625778629611883
2019-09-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4178,72,50,42,100,1651,2510,488,687,2550,3644,1628,534,22,0.005265677357587362,-58,-0.013882240306366683,-859,-0.20560076591670656,-199,-0.047630445189085685,1094,0.26184777405457155
2019-10-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3348,59,0,70,31,1298,2063,374,572,1938,2803,1410,545,59,0.01762246117084827,39,0.011648745519713262,-765,-0.22849462365591397,-198,-0.05913978494623656,865,0.258363201911589
2019-10-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3335,59,0,140,138,1211,2048,395,526,1940,2847,1395,488,59,0.017691154422788607,2,0.0005997001499250374,-837,-0.2509745127436282,-131,-0.039280359820089955,907,0.2719640179910045
2019-10-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3444,59,0,210,149,1186,2031,370,511,2026,2892,1418,552,59,0.01713124274099884,61,0.017711962833914054,-845,-0.2453542392566783,-141,-0.040940766550522645,866,0.251451800232288
2019-10-22,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3093,59,0,163,31,950,1714,321,518,1709,2479,1384,614,59,0.019075331393469123,132,0.04267701260911736,-764,-0.24700937601034595,-197,-0.06369220821209182,770,0.24894924021985126
2019-10-29,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3155,33,0,260,86,956,2016,569,445,1970,2699,1185,456,33,0.010459587955625991,174,0.05515055467511886,-1060,-0.3359746434231379,124,0.0393026941362916,729,0.23106180665610143
2019-11-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3520,32,0,188,149,1221,2345,595,457,2223,3138,1297,382,32,0.00909090909090909,39,0.011079545454545455,-1124,-0.31931818181818183,138,0.03920454545454546,915,0.2599431818181818
2019-11-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3091,32,0,99,143,912,2043,636,358,1817,2682,1274,409,32,0.01035263668715626,-44,-0.014234875444839857,-1131,-0.36590100291167904,278,0.08993853121967,865,0.27984471044969267
2019-11-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3157,38,0,67,292,1059,1914,466,334,1755,2665,1402,492,38,0.012036743744060817,-225,-0.07127019322141273,-855,-0.2708267342413684,132,0.041811846689895474,910,0.28824833702882485
2019-11-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3554,38,0,56,298,1155,1669,334,626,1885,2895,1669,659,38,0.010692177827799663,-242,-0.06809229037703995,-514,-0.144625773776027,-292,-0.08216094541361846,1010,0.28418683173888576
2019-12-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,2983,131,0,93,256,894,1257,307,638,1497,2223,1486,760,131,0.04391552128729467,-163,-0.0546429768689239,-363,-0.1216895742541066,-331,-0.11096211867247738,726,0.2433791485082132
2019-12-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3232,131,0,56,285,1069,1766,310,396,1688,2569,1544,663,131,0.040532178217821783,-229,-0.0708539603960396,-697,-0.2156559405940594,-86,-0.026608910891089108,881,0.27258663366336633
2019-12-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3840,134,0,38,444,1578,2446,295,331,2182,3358,1658,482,134,0.034895833333333334,-406,-0.10572916666666667,-868,-0.22604166666666667,-36,-0.009375,1176,0.30625
2019-12-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3541,137,0,133,283,1179,2256,276,514,1851,3179,1690,362,137,0.038689635696131035,-150,-0.04236091499576391,-1077,-0.30415136966958484,-238,-0.06721265179327873,1328,0.37503530076249647
2019-12-31,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3186,137,0,159,437,1037,1840,366,451,1832,2861,1354,325,137,0.043000627746390456,-278,-0.08725674827369742,-803,-0.25204017576898935,-85,-0.026679221594475833,1029,0.3229755178907721
2020-01-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5400,66,42,338,331,2517,3661,464,786,3643,5078,1757,322,24,0.0044444444444444444,7,0.0012962962962962963,-1144,-0.21185185185185185,-322,-0.05962962962962963,1435,0.2657407407407407
2020-01-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5405,66,46,272,300,2688,3339,342,1043,3631,4991,1774,414,20,0.0037002775208140612,-28,-0.005180388529139685,-651,-0.12044403330249769,-701,-0.12969472710453284,1360,0.25161887141535616
2020-01-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5139,66,46,185,445,2304,3035,437,864,3337,4735,1802,404,20,0.003891807744697412,-260,-0.050593500681066356,-731,-0.1422455730686904,-427,-0.08309009534928974,1398,0.2720373613543491
2020-01-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4917,66,46,391,438,1747,2907,419,765,2950,4483,1967,434,20,0.004067520846044336,-47,-0.009558673988204189,-1160,-0.23591620907057148,-346,-0.07036811063656702,1533,0.31177547284929835
2020-02-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4367,71,50,132,434,1436,3136,678,168,2516,3987,1851,380,21,0.004808793221891459,-302,-0.06915502633386765,-1700,-0.38928326081978476,510,0.11678497824593542,1471,0.3368445156858255
2020-02-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6106,76,50,367,148,2237,4553,924,533,3994,5674,2112,432,26,0.004258106780216181,219,0.03586636095643629,-2316,-0.3792990501146413,391,0.06403537504094334,1680,0.27513920733704555
2020-02-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6463,78,158,260,177,2452,5258,1576,181,4641,6049,1822,414,-80,-0.012378152560730311,83,0.012842333281757698,-2806,-0.43416370106761565,1395,0.2158440352777348,1408,0.21785548506885347
2020-02-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5632,71,178,164,189,1774,4511,1741,38,4039,5205,1593,427,-107,-0.018998579545454544,-25,-0.004438920454545455,-2737,-0.48597301136363635,1703,0.30237926136363635,1166,0.20703125
2020-03-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4837,66,159,163,196,764,3454,1234,0,2848,4430,1989,407,-93,-0.019226793467025015,-33,-0.006822410585073393,-2690,-0.5561298325408311,1234,0.25511680793880503,1582,0.32706222865412443
2020-03-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4368,65,41,115,362,1421,3002,783,25,2878,3924,1490,444,24,0.005494505494505495,-247,-0.05654761904761905,-1581,-0.36195054945054944,758,0.17353479853479853,1046,0.23946886446886448
2020-03-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474,336,0,101,465,1869,2907,584,504,2993,3979,1481,495,336,0.07510058113544926,-364,-0.0813589628967367,-1038,-0.2320071524362986,80,0.017881090746535537,986,0.22038444345105052
2020-03-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3909,36,0,125,297,1136,2291,969,550,2406,3278,1503,631,36,0.00920951650038373,-172,-0.044001023279611154,-1155,-0.29547198772064465,419,0.10718853926835507,872,0.22307495523151702
2020-03-31,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3947,36,0,173,248,1489,2602,900,453,2688,3393,1259,554,36,0.009120851279452748,-75,-0.019001773498859894,-1113,-0.28198631872308083,447,0.11325057005320496,705,0.178616670889283
2020-04-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5448,36,0,221,204,2452,3652,671,934,3683,5093,1765,355,36,0.006607929515418502,17,0.003120411160058737,-1200,-0.22026431718061673,-263,-0.04827459618208517,1410,0.2588105726872247
2020-04-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5538,38,0,203,283,2260,3198,868,1394,3635,5141,1903,397,38,0.006861682918020947,-80,-0.01444564824846515,-938,-0.1693752257132539,-526,-0.09498013723365836,1506,0.27193932827735645
2020-04-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5648,38,0,218,316,2394,3026,759,1600,3675,5208,1973,440,38,0.006728045325779037,-98,-0.017351274787535412,-632,-0.11189801699716714,-841,-0.14890226628895184,1533,0.27142351274787535
2020-04-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6111,53,30,324,35,2024,3379,1233,1784,4100,5694,2011,417,23,0.0037637047946326298,289,0.047291768941253476,-1355,-0.221731304205531,-551,-0.09016527573228604,1594,0.26084110620193096
2020-05-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7784,48,160,316,0,3312,4269,1330,2302,5713,7438,2071,346,-112,-0.014388489208633094,316,0.040596094552929084,-957,-0.12294450154162384,-972,-0.1248715313463515,1725,0.22160842754367935
2020-05-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9939,43,300,282,113,4923,6477,1389,2047,7294,9594,2645,345,-257,-0.025857732166213905,169,0.017003722708521983,-1554,-0.15635375792333234,-658,-0.06620384344501459,2300,0.23141161082603884
2020-05-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10878,41,342,342,193,5458,6815,1535,2576,7982,10532,2896,346,-301,-0.027670527670527672,149,0.013697370840227983,-1357,-0.1247471961757676,-1041,-0.09569773855488141,2550,0.2344180915609487
2020-05-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8722,36,307,363,93,3880,4783,1755,2501,6436,8086,2286,636,-271,-0.0310708553084155,270,0.030956202705801423,-903,-0.10353130016051364,-746,-0.08553084155010318,1650,0.18917679431323092
2020-06-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8824,36,394,423,214,3684,5752,1806,1706,6227,8344,2597,480,-358,-0.04057116953762466,209,0.02368540344514959,-2068,-0.23436083408884859,100,0.011332728921124207,2117,0.23991387126019945
2020-06-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9565,36,532,435,214,4203,6198,2175,1816,7092,9003,2473,562,-496,-0.05185572399372713,221,0.023105070569785675,-1995,-0.20857292211186618,359,0.03753267119707266,1911,0.19979090433873498
2020-06-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8784,31,495,406,294,3776,5710,2169,1447,6591,8155,2193,629,-464,-0.052823315118397086,112,0.012750455373406194,-1934,-0.22017304189435338,722,0.08219489981785064,1564,0.17805100182149364
2020-06-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9330,31,493,642,297,3847,6230,2120,1417,7022,8819,2308,511,-462,-0.049517684887459806,345,0.03697749196141479,-2383,-0.25541264737406216,703,0.07534833869239015,1797,0.19260450160771705
2020-06-30,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7675,0,493,362,80,3079,5332,2255,1017,5801,7027,1874,648,-493,-0.06423452768729641,282,0.036742671009771986,-2253,-0.2935504885993485,1238,0.16130293159609121,1226,0.15973941368078176
2020-07-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8165,0,523,626,203,3262,5731,2132,1048,6105,7590,2060,575,-523,-0.06405388854868341,423,0.051806491120636865,-2469,-0.3023882424984691,1084,0.13276178812002448,1485,0.18187385180649113
2020-07-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8322,0,533,444,255,3573,5460,2306,1385,6426,7736,1896,586,-533,-0.06404710406152367,189,0.022710886806056235,-1887,-0.22674837779379955,921,0.1106705118961788,1310,0.1574140831530882
2020-07-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9230,0,533,485,278,4122,6062,2217,1651,6953,8653,2277,577,-533,-0.057746478873239436,207,0.022426868905742144,-1940,-0.21018418201516792,566,0.06132177681473456,1700,0.18418201516793067
2020-07-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13068,0,580,646,684,5982,7942,2292,2847,9383,12516,3685,552,-580,-0.04438322620140802,-38,-0.0029078665442301807,-1960,-0.1499846954392409,-555,-0.04247015610651974,3133,0.23974594429139884
2020-08-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12703,0,580,451,584,6312,7702,2131,3106,9189,12267,3514,436,-580,-0.04565850586475636,-133,-0.010469967724159647,-1390,-0.10942297095174368,-975,-0.07675352278989216,3078,0.24230496733055185
2020-08-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13090,0,580,206,495,6444,7785,1943,2677,9662,12606,3428,484,-580,-0.04430863254392666,-289,-0.02207792207792208,-1341,-0.10244461420932009,-734,-0.0560733384262796,2944,0.22490450725744843
2020-08-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14454,0,580,296,585,5760,8590,2776,2427,10569,13919,3885,535,-580,-0.040127300401273006,-289,-0.01999446519994465,-2830,-0.19579355195793552,349,0.02414556524145565,3350,0.23176975231769753
2020-08-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11615,0,580,296,1,4839,6148,1957,2345,8418,10400,3197,1215,-580,-0.04993542832544124,295,0.025398191993112353,-1309,-0.11269909599655618,-388,-0.03340507963839862,1982,0.1706414119672837
2020-09-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10617,0,540,745,182,4271,6842,1947,1775,7802,10178,2815,439,-540,-0.050861825374399545,563,0.053028162381086937,-2571,-0.24215880192144673,172,0.016200433267401337,2376,0.223792031647358
2020-09-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8198,0,229,256,35,2758,4661,1729,2028,5474,7684,2724,514,-229,-0.02793364235179312,221,0.02695779458404489,-1903,-0.23212978775311052,-299,-0.03647231031959015,2210,0.26957794584044886
2020-09-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9383,0,0,717,12,2819,5224,1653,2766,5968,8781,3415,602,0,0.0,705,0.07513588404561442,-2405,-0.25631461153149315,-1113,-0.1186187786422253,2813,0.299797506128104
2020-09-22,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8426,0,0,285,12,2280,4480,1580,2062,5420,7829,3006,597,0,0.0,273,0.03239971516733919,-2200,-0.26109660574412535,-482,-0.05720389271303109,2409,0.2859007832898172
2020-09-29,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7324,0,0,525,28,2004,4730,1590,1482,4675,6796,2649,528,0,0.0,497,0.0678590933915893,-2726,-0.372200983069361,108,0.01474604041507373,2121,0.289595849262698
2020-10-06,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7511,0,0,703,64,2153,4854,1604,1747,4815,7020,2696,491,0,0.0,639,0.08507522300625749,-2701,-0.35960591133004927,-143,-0.01903874317667421,2205,0.293569431500466
2020-10-13,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9353,0,0,702,0,3487,6314,1713,2063,6392,8867,2961,486,0,0.0,702,0.075056131722442,-2827,-0.3022559606543355,-350,-0.037421148294664815,2475,0.2646209772265583
2020-10-20,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10896,0,0,874,0,4558,7741,1926,2320,7824,10527,3072,369,0,0.0,874,0.0802129221732746,-3183,-0.29212555066079293,-394,-0.03616005873715125,2703,0.2480726872246696
2020-10-27,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12665,0,285,770,0,5462,9010,2579,2578,9125,12187,3540,478,-285,-0.02250296091590999,770,0.06079747335175681,-3548,-0.28014212396367943,1,7.895775759968417e-05,3062,0.24176865377023293
2020-11-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11278,0,661,800,0,4379,8007,2539,2030,7873,10853,3405,425,-661,-0.058609682567831174,800,0.07093456286575633,-3628,-0.321688242596205,509,0.04513211562333747,2980,0.26423124667494235
2020-11-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11311,0,732,832,7,5097,7881,2250,1803,8472,10716,2839,595,-732,-0.06471576341614357,825,0.0729378481124569,-2784,-0.24613208381221818,447,0.0395190522500221,2244,0.19839094686588277
2020-11-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11509,0,732,845,4,5305,8097,1933,1663,8399,10812,3110,697,-732,-0.06360239812320792,841,0.07307324702406812,-2792,-0.242592753497263,270,0.02345990094708489,2413,0.20966200364931792
2020-11-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12336,0,643,668,0,5441,9864,2381,300,9232,11549,3104,787,-643,-0.052123865110246435,668,0.05415045395590143,-4423,-0.35854409857328146,2081,0.16869325551232167,2317,0.1878242542153048
2020-12-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11812,28,643,626,0,4509,9375,2442,460,8478,11351,3334,461,-615,-0.052065695902472064,626,0.05299695225194717,-4866,-0.41195394514053507,1982,0.167795462241788,2873,0.24322722654927192
2020-12-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11750,316,643,544,11,4365,9354,2063,177,8347,11244,3403,506,-327,-0.027829787234042554,533,0.045361702127659574,-4989,-0.42459574468085104,1886,0.16051063829787235,2897,0.2465531914893617
2020-12-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11370,437,618,492,26,3946,8702,2027,84,8236,10764,3134,606,-181,-0.015919085312225155,466,0.04098504837291117,-4756,-0.4182937554969217,1943,0.1708883025505717,2528,0.22233948988566402
2020-12-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12603,525,618,573,30,4357,10320,2418,120,8725,11940,3878,663,-93,-0.007379195429659605,543,0.04308497976672221,-5963,-0.47314131555978733,2298,0.18233753868126637,3215,0.2550979925414584
2020-12-29,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10653,504,628,620,32,3679,8466,2123,245,7488,9933,3165,720,-124,-0.011639913639350418,588,0.0551957195156294,-4787,-0.44935698864169715,1878,0.17628836947338777,2445,0.2295128132920304
