Date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Dealer_Net_All,Dealer_Net_Ratio_All,Asset_Mgr_Net_All,Asset_Mgr_Net_Ratio_All,Lev_Money_Net_All,Lev_Money_Net_Ratio_All,Other_Rept_Net_All,Other_Rept_Net_Ratio_All,NonRept_Net_All,NonRept_Net_Ratio_All
2022-03-01,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12364,930,400,176,254,3532,7258,3262,3020,8304,11336,4060,1028,530,0.04286638628275639,-78,-0.006308637981235846,-3726,-0.30135878356518925,242,0.019572953736654804,3032,0.24522808152701392
2022-03-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9980,306,294,5862,843,1036,6299,1098,1303,8782,9219,1198,761,12,0.0012024048096192384,5019,0.5029058116232465,-5263,-0.5273547094188377,-205,-0.020541082164328657,437,0.0437875751503006
2022-03-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9591,299,355,5893,925,906,6174,934,735,8641,8798,950,793,-56,-0.005838807215097487,4968,0.5179856115107914,-5268,-0.549264935877385,199,0.02074861849650714,157,0.016369513085184025
2022-03-08,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12031,511,374,175,263,2383,6809,3650,1734,8290,10751,3741,1280,137,0.0113872496051866,-88,-0.007314437702601612,-4426,-0.3678829689967584,1916,0.15925525725209874,2461,0.20455489984207464
2022-03-15,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15578,1373,959,227,261,6055,8364,2447,3083,11800,14365,3778,1213,414,0.02657594042880986,-34,-0.0021825651559892155,-2309,-0.14822185132879703,-636,-0.040826807035562976,2565,0.16465528309153935
2022-03-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10198,281,328,5957,902,982,6512,1048,789,9169,9432,1029,766,-47,-0.004608746813100608,5055,0.49568542851539515,-5530,-0.5422631888605609,259,0.025397136693469307,263,0.02578937046479702
2022-03-22,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25583,2450,895,191,263,10009,8642,2826,8684,21501,24509,4082,1074,1555,0.06078255091271548,-72,-0.0028143689168588517,1367,0.053433920963139585,-5858,-0.22898018215221044,3008,0.11757807919321424
2022-03-22,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11274,300,356,6289,816,1159,6807,1003,1253,10011,10492,1263,782,-56,-0.004967181124711726,5473,0.48545325527762995,-5648,-0.5009756962923541,-250,-0.022174915735320207,481,0.042664537874756076
2022-03-29,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15095,734,1035,191,291,1903,12192,8200,628,11131,14249,3964,846,-301,-0.01994037760847963,-100,-0.006624710168930109,-10289,-0.6816164292812189,7572,0.5016230539913878,3118,0.20655846306724082
2022-03-29,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12024,354,1193,6812,614,1788,7133,1140,1836,10722,11404,1302,620,-839,-0.0697771124417831,6198,0.5154690618762475,-5345,-0.4445276114437791,-696,-0.05788423153692615,682,0.05671989354624085
2022-04-05,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15386,1122,704,184,345,1865,12319,8075,1011,11343,14476,4043,910,418,0.027167554920057194,-161,-0.010464058234758872,-10454,-0.6794488496035357,7064,0.4591186793188613,3133,0.20362667359937606
2022-04-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11374,345,1393,6674,635,1507,6702,722,1159,10052,10693,1322,681,-1048,-0.09213996834886583,6039,0.5309477756286267,-5195,-0.45674344997362404,-437,-0.03842096008440302,641,0.05635660277826622
2022-04-12,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21609,2001,803,184,308,6584,17947,9054,1187,17935,20357,3674,1252,1198,0.05543986302003795,-124,-0.0057383497616733765,-11363,-0.5258457124346337,7867,0.3640612707668101,2422,0.11208292840945902
2022-04-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10632,406,1127,6110,807,1374,6654,656,230,9574,9846,1058,786,-721,-0.06781414597441686,5303,0.4987772761474793,-5280,-0.4966139954853273,426,0.040067720090293454,272,0.025583145221971408
2022-04-19,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20968,1804,1225,178,219,7846,17320,7125,983,17118,19912,3850,1056,579,0.027613506295307136,-41,-0.0019553605494086225,-9474,-0.4518313620755437,6142,0.2929225486455551,2794,0.13325066768409005
2022-04-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11276,377,1124,6214,570,1194,6226,833,1067,10121,10490,1155,786,-747,-0.06624689606243349,5644,0.5005321035828308,-5032,-0.4462575381340901,-234,-0.02075203973040085,369,0.03272437034409365
2022-04-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10709,364,872,6147,523,1714,6812,654,686,9767,9781,942,928,-508,-0.04743673545615837,5624,0.525165748435895,-5098,-0.4760481837706602,-32,-0.0029881408161359603,14,0.0013073116070594828
2022-04-26,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20840,2712,1012,212,219,7260,16452,6933,1580,17277,19423,3563,1417,1700,0.08157389635316699,-7,-0.0003358925143953935,-9192,-0.4410748560460653,5353,0.25686180422264876,2146,0.10297504798464491
2022-05-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10051,353,722,5831,658,1496,6834,739,246,9184,9225,867,826,-369,-0.036712764899015024,5173,0.5146751567008258,-5338,-0.5310914336881902,493,0.0490498457864889,41,0.004079196099890558
2022-05-03,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10914,1359,0,289,323,1723,6168,3152,1342,7967,9277,2947,1637,1359,0.12451896646509071,-34,-0.003115264797507788,-4445,-0.40727505955653287,1810,0.16584203774967932,1310,0.12002932013927066
2022-05-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10841,283,802,5735,888,1863,7192,1135,220,9852,9938,989,903,-519,-0.04787381237893183,4847,0.447098976109215,-5329,-0.4915598192048704,915,0.08440180795129601,86,0.007932847523291209
2022-05-10,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17355,2222,0,315,373,4871,11462,5067,2089,14186,15635,3169,1720,2222,0.12803226735811005,-58,-0.003341976375684241,-6591,-0.3797752808988764,2978,0.17159320080668394,1449,0.08349178910976664
2022-05-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11644,192,1062,5688,641,1413,7691,2465,433,10563,10632,1081,1012,-870,-0.0747165922363449,5047,0.43344211611130196,-6278,-0.539161800068705,2032,0.1745104774991412,69,0.005925798694606664
2022-05-17,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19877,2599,50,262,421,3527,13176,8772,2674,16426,17587,3451,2290,2549,0.12823866780701312,-159,-0.007999195049554762,-9649,-0.48543542788147104,6098,0.3067867384414147,1161,0.05840921668259798
2022-05-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11729,191,1335,5386,566,2116,7249,2171,682,10657,10625,1072,1104,-1144,-0.09753602182624264,4820,0.410947224827351,-5133,-0.4376332168130275,1489,0.12695029414272316,-32,-0.00272828033080399
2022-05-24,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25340,1807,50,214,415,3410,14785,12027,2976,21916,22684,3424,2656,1757,0.06933701657458563,-201,-0.007932123125493292,-11375,-0.4488950276243094,9051,0.35718232044198894,768,0.0303078137332281
2022-05-31,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10900,209,1688,5566,572,1102,6428,1962,251,9867,9967,1033,933,-1479,-0.1356880733944954,4994,0.4581651376146789,-5326,-0.48862385321100915,1711,0.15697247706422018,100,0.009174311926605505
2022-05-31,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12161,605,26,177,440,3815,7295,4029,1825,9282,10242,2879,1919,579,0.047611216182879695,-263,-0.02162651097771565,-3480,-0.2861606775758572,2204,0.18123509579804292,960,0.07894087657265028
2022-06-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10990,215,1827,5857,856,1118,6173,1938,311,9927,9966,1063,1024,-1612,-0.14667879890809826,5001,0.4550500454959054,-5055,-0.4599636032757052,1627,0.14804367606915378,39,0.003548680618744313
2022-06-07,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15437,1315,518,211,800,3294,9317,6489,1783,12393,13502,3044,1935,797,0.05162920256526527,-589,-0.03815508194597396,-6023,-0.3901664831249595,4706,0.30485197901146593,1109,0.07184038349420224
2022-06-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12242,253,1917,6371,1060,1344,6572,2090,395,11234,11120,1008,1122,-1664,-0.13592550236889397,5311,0.4338343407939879,-5228,-0.4270544028753472,1695,0.1384577683385068,-114,-0.009312203888253554
2022-06-14,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20756,2191,923,194,817,3306,13355,10090,2183,17272,18769,3484,1987,1268,0.06109076893428406,-623,-0.03001541722875313,-10049,-0.48414916168818656,7907,0.3809500867219117,1497,0.07212372326074389
2022-06-21,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21850,1920,641,181,776,3679,14576,10776,2019,17949,19405,3901,2445,1279,0.05853546910755149,-595,-0.02723112128146453,-10897,-0.49871853546910755,8757,0.4007780320366133,1456,0.06663615560640732
2022-06-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13537,62,2010,6612,1012,1508,7167,2391,333,12489,12438,1048,1099,-1948,-0.1439018985004063,5600,0.4136810223830982,-5659,-0.41803944744034865,2058,0.15202777572578857,-51,-0.003767452168131787
2022-06-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13707,153,2003,6526,1088,2478,7597,2095,426,12817,12679,890,1028,-1850,-0.13496753483621507,5438,0.39673159699423655,-5119,-0.3734588166630189,1669,0.12176260304953673,-138,-0.010067848544539286
2022-06-28,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15123,668,340,130,973,3540,7438,5283,1808,11940,12878,3183,2245,328,0.021688818356146267,-843,-0.05574290815314422,-3898,-0.25775309131786023,3475,0.22978245057197647,938,0.062024730542881705
2022-07-05,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15400,880,82,143,904,3327,7917,5660,2017,12230,13140,3170,2260,798,0.05181818181818182,-761,-0.04941558441558441,-4590,-0.29805194805194807,3643,0.23655844155844155,910,0.05909090909090909
2022-07-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13258,96,2002,5914,961,2171,7408,2619,471,12200,12242,1058,1016,-1906,-0.1437622567506411,4953,0.37358575954140893,-5237,-0.3950067883542012,2148,0.16201538693618947,42,0.0031678986272439284
2022-07-12,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20634,1828,108,164,833,2277,12914,10258,1654,17315,18297,3319,2337,1720,0.08335756518367743,-669,-0.032422215760395466,-10637,-0.515508384220219,8604,0.4169816807211399,982,0.047591354075797225
2022-07-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13505,137,2108,6096,1369,2264,7149,2044,287,12258,12630,1247,875,-1971,-0.14594594594594595,4727,0.35001851166234726,-4885,-0.36171788226582746,1757,0.1300999629766753,372,0.027545353572750834
2022-07-19,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21484,2497,0,207,908,2898,13621,8738,1436,17848,19473,3636,2011,2497,0.11622602867250047,-701,-0.03262893315956061,-10723,-0.49911562092720163,7302,0.33988084155650716,1625,0.07563768385775461
2022-07-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14512,132,2178,6247,1211,2800,8296,2209,275,13152,13724,1360,788,-2046,-0.14098676957001102,5036,0.34702315325248073,-5496,-0.3787210584343991,1934,0.13326901874310915,572,0.039415656008820285
2022-07-26,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22196,2222,0,189,862,4484,12265,6086,1055,18979,20180,3217,2016,2222,0.10010812759055686,-673,-0.03032077851865201,-7781,-0.3505586592178771,5031,0.2266624617048117,1201,0.05410884844116057
2022-07-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14957,126,2239,6580,1138,2184,6814,1337,275,13797,14036,1160,921,-2113,-0.1412716453834325,5442,0.36384301664772345,-4630,-0.30955405495754496,1062,0.07100354349134184,239,0.01597914020191215
2022-08-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12849,94,2153,7082,957,2233,7094,1085,627,11764,12101,1085,748,-2059,-0.1602459335356837,6125,0.4766907930578255,-4861,-0.3783173787843412,458,0.0356447972604872,337,0.026227722001712195
2022-08-02,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,18206,1660,0,188,975,1332,11750,9058,1191,15201,16879,3005,1327,1660,0.09117873228605954,-787,-0.04322750741513787,-10418,-0.572228935515764,7867,0.4321102933098978,1678,0.09216741733494452
2022-08-09,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19394,1343,0,157,1032,2037,12748,9960,1400,16386,18069,3008,1325,1343,0.06924822109930906,-875,-0.04511704650922966,-10711,-0.5522842116118387,8560,0.4413736207074353,1683,0.08677941631432402
2022-08-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12510,106,1937,7153,935,2029,6556,445,606,11476,11777,1034,733,-1831,-0.1463629096722622,6218,0.49704236610711433,-4527,-0.3618705035971223,-161,-0.012869704236610711,301,0.024060751398880895
2022-08-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12423,113,1819,7129,983,1673,6270,619,815,11221,11574,1202,849,-1706,-0.13732592771472268,6146,0.49472752153264105,-4597,-0.3700394429686871,-196,-0.015777187474845047,353,0.02841503662561378
2022-08-16,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19379,1728,0,168,1106,2600,12830,8559,1207,15889,17977,3490,1402,1728,0.0891686877547861,-938,-0.048402910366891996,-10230,-0.5278910160482997,7352,0.37937974095670574,2088,0.10774549770369989
2022-08-23,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24932,1101,0,186,1138,3880,17872,13473,1296,21684,23350,3248,1582,1101,0.04416011551419862,-952,-0.03818386009947056,-13992,-0.5612064816300337,12177,0.48840847104123214,1666,0.06682175517407347
2022-08-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13302,59,1968,6368,1144,2804,7502,1597,449,12161,12396,1141,906,-1909,-0.1435122537964216,5224,0.3927228988122087,-4698,-0.3531799729364005,1148,0.0863028116072771,235,0.01766651631333634
2022-08-30,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16342,182,178,140,1162,4232,10629,7082,793,13647,14773,2695,1569,4,0.00024476808224207564,-1022,-0.06253824501285032,-6397,-0.39144535552563947,6289,0.38483661730510343,1126,0.0689022151511443
2022-08-30,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14440,173,2048,5823,1410,3928,7908,1928,517,13444,13475,996,965,-1875,-0.1298476454293629,4413,0.30560941828254845,-3980,-0.2756232686980609,1411,0.09771468144044321,31,0.002146814404432133
2022-09-06,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17904,232,197,185,1148,5888,11569,7011,984,15191,15773,2713,2131,35,0.001954870420017873,-963,-0.05378686327077748,-5681,-0.31730339588918677,6027,0.33662868632707776,582,0.032506702412868634
2022-09-06,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15337,200,2110,5402,1899,4538,8072,2666,704,14381,14360,956,977,-1910,-0.12453543717806612,3503,0.22840190389254744,-3534,-0.23042315967920715,1962,0.12792593075568887,-21,-0.0013692377909630307
2022-09-13,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19504,157,607,135,1226,7846,13267,6971,1267,16772,18030,2732,1474,-450,-0.023072190319934373,-1091,-0.05593724364232978,-5421,-0.27794298605414275,5704,0.29245283018867924,1258,0.06449958982772765
2022-09-13,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13089,100,2162,5653,1394,3420,7045,1641,407,12145,12339,944,750,-2062,-0.1575368630147452,4259,0.32538773015509204,-3625,-0.27695011078004433,1234,0.09427763771105509,194,0.014821605928642371
2022-09-20,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22595,227,534,100,1284,9359,15820,8469,1360,19977,20820,2618,1775,-307,-0.013587076786899757,-1184,-0.05240097366674043,-6461,-0.2859482186324408,7109,0.3146271298959947,843,0.0373091391900863
2022-09-20,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13880,108,2502,5488,1431,3390,7241,2416,463,12773,13008,1107,872,-2394,-0.17247838616714697,4057,0.29229106628242074,-3851,-0.27744956772334295,1953,0.14070605187319885,235,0.016930835734870316
2022-09-27,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14271,105,2574,5666,1151,3472,7962,2717,470,13210,13407,1061,864,-2469,-0.17300819844439774,4515,0.31637586714315746,-4490,-0.3146240627846682,2247,0.15745217574101325,197,0.013804218344895243
2022-09-27,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22790,217,501,125,1311,10139,16578,8580,1553,20271,21153,2519,1637,-284,-0.012461605967529618,-1186,-0.052040368582711716,-6439,-0.2825362000877578,7027,0.3083369899078543,882,0.0387011847301448
2022-10-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14230,124,2487,6028,1117,2682,8175,2985,493,12939,13392,1291,838,-2363,-0.16605762473647223,4911,0.34511595221363317,-5493,-0.3860154602951511,2492,0.17512297962052004,453,0.031834153197470134
2022-10-04,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20839,1139,190,20,1305,11719,15469,4571,1702,18332,19549,2507,1290,949,0.045539613225202745,-1285,-0.06166322760209223,-3750,-0.17995105331349873,2869,0.1376745525217141,1217,0.05840011516867412
2022-10-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15756,246,2553,5902,1486,3722,8172,2867,746,14749,14969,1007,787,-2307,-0.14642041127189642,4416,0.2802741812642803,-4450,-0.2824320893627824,2121,0.1346153846153846,220,0.013962934755013963
2022-10-11,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20173,438,52,89,1290,10809,14158,5045,1514,17975,18608,2198,1565,386,0.019134486690130372,-1201,-0.05953502205918802,-3349,-0.16601397908094978,3531,0.1750359391265553,633,0.03137857532345214
2022-10-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14228,258,2568,5992,1158,2091,7219,2489,528,12824,13467,1404,761,-2310,-0.16235591790834975,4834,0.33975260050604444,-5128,-0.3604160809671071,1961,0.1378268203542311,643,0.04519257801518133
2022-10-18,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22416,174,565,41,1314,12879,15343,4869,1517,20114,20890,2302,1526,-391,-0.017442897930049963,-1273,-0.05678979300499643,-2464,-0.10992148465381871,3352,0.14953604568165596,776,0.03461812990720914
2022-10-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14854,237,2330,6309,847,3525,7875,1239,615,13678,14035,1176,819,-2093,-0.14090480678605088,5462,0.3677124007001481,-4350,-0.29285041066379425,624,0.042008886495220145,357,0.02403393025447691
2022-10-25,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,23882,227,881,30,1379,12299,14763,4439,1338,21124,22490,2758,1392,-654,-0.0273846411523323,-1349,-0.056486056444183905,-2464,-0.1031739385311113,3101,0.12984674650364292,1366,0.05719788962398459
2022-11-01,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19130,232,1177,60,1224,11534,13171,2951,672,16574,18041,2556,1089,-945,-0.04939884997386304,-1164,-0.060846837428123364,-1637,-0.08557239937271302,2279,0.11913225300575013,1467,0.07668583376894929
2022-11-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12183,222,2453,6397,1042,2304,5873,450,473,10965,11433,1218,750,-2231,-0.18312402528112945,5355,0.4395469096281704,-3569,-0.29294919149634735,-23,-0.0018878765492899943,468,0.03841418369859641
2022-11-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14439,224,2640,6265,1434,3998,7038,962,768,13170,13601,1269,838,-2416,-0.1673246069672415,4831,0.3345799570607383,-3040,-0.21054089618394625,194,0.013435833506475517,431,0.02984971258397396
2022-11-08,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20870,279,186,87,1097,14080,15675,2589,1353,18186,19462,2684,1408,93,0.0044561571633924294,-1010,-0.048394825107810256,-1595,-0.07642549113560135,1236,0.05922376617153809,1276,0.06114039290848107
2022-11-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17901,415,2608,5706,1416,5365,9052,2736,1489,16670,17013,1231,888,-2193,-0.1225071225071225,4290,0.23965141612200436,-3687,-0.20596614714261774,1247,0.0696609127981677,343,0.01916094072956818
2022-11-15,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,27287,348,1300,147,1338,18338,18716,3708,2198,24278,25289,3009,1998,-952,-0.03488840839960421,-1191,-0.04364715798731997,-378,-0.013852750393960493,1510,0.055337706600212554,1011,0.037050610180672114
2022-11-22,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,27552,310,1650,182,1337,19717,18328,2945,2601,24638,25400,2914,2152,-1340,-0.04863530778164925,-1155,-0.041920731707317076,1389,0.05041376306620209,344,0.01248548199767712,762,0.027656794425087106
2022-11-22,BITCOIN - CHICAGO MERCANTILE EXCHANGE,18354,340,3017,5459,1322,5743,8672,2761,1595,16949,17252,1405,1102,-2677,-0.14585376484689985,4137,0.22540045766590389,-2929,-0.15958374196360467,1166,0.06352838618284842,303,0.016508662961752206
2022-11-29,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13112,520,0,178,1382,7104,7167,1844,1997,10559,11459,2553,1653,520,0.03965832824893228,-1204,-0.09182428309945088,-63,-0.004804758999389872,-153,-0.011668700427089689,900,0.06863941427699817
2022-11-29,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16832,271,3095,5606,1369,4842,8606,3191,1296,15596,16052,1236,780,-2824,-0.16777566539923955,4237,0.25172290874524716,-3764,-0.22362167300380228,1895,0.11258317490494296,456,0.02709125475285171
2022-12-06,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12461,200,221,177,1293,6781,6662,1808,1736,9912,10858,2549,1603,-21,-0.0016852580049755237,-1116,-0.08955942540727069,119,0.009549795361527967,72,0.005778027445630367,946,0.07591686060508787
2022-12-06,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15769,171,3130,6303,1278,4197,7707,2286,1343,14404,14905,1365,864,-2959,-0.18764664848753884,5025,0.31866319994926756,-3510,-0.2225886232481451,943,0.05980087513475807,501,0.03177119665165832
2022-12-13,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13989,101,3490,6455,968,4176,5677,337,1383,12660,13109,1329,880,-3389,-0.24226177711058688,5487,0.3922367574522839,-1501,-0.10729859175066124,-1046,-0.07477303595682322,449,0.032096647365787406
2022-12-13,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11142,200,221,114,1279,5297,5722,1963,1119,8802,9569,2340,1573,-21,-0.001884760366182014,-1165,-0.10455932507628792,-425,-0.038143959791778856,844,0.07574941662179142,767,0.06883862861245738
2022-12-20,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14563,272,3754,6006,875,3962,5692,1174,1571,13244,13722,1319,841,-3482,-0.239099086726636,5131,0.3523312504291698,-1730,-0.11879420449083293,-397,-0.02726086657968825,478,0.03282290736798737
2022-12-20,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12145,200,394,110,1255,6513,5763,1741,1853,9755,10456,2390,1689,-194,-0.015973651708522024,-1145,-0.09427748044462742,750,0.06175380815150268,-112,-0.009221902017291067,701,0.057719226018937836
2022-12-27,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16028,272,3659,5941,969,4768,6690,1423,1432,14737,15083,1291,945,-3387,-0.211317694035438,4972,0.31020713750935863,-1922,-0.11991514849014225,-9,-0.000561517344646868,346,0.02158722236086848
2022-12-27,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11146,200,507,121,1223,5854,5282,1855,1796,8858,9636,2288,1510,-307,-0.027543513368024405,-1102,-0.09886954961421138,572,0.05131885878342006,59,0.005293378790597524,778,0.06980082540821819
2023-01-03,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,6429,568,0,138,1249,1521,2056,1325,1111,4454,5318,1975,1111,568,0.08834966557785036,-1111,-0.1728107015087883,-535,-0.08321667444392596,214,0.03328666977757038,864,0.1343910405972935
2023-01-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14530,300,3643,5766,923,4453,5650,1297,1789,13427,13616,1103,914,-3343,-0.23007570543702685,4843,0.33331039229181003,-1197,-0.082381280110117,-492,-0.03386097728836889,189,0.013007570543702685
2023-01-10,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7262,389,534,143,1244,1910,2698,1687,986,4797,6130,2465,1132,-145,-0.01996695125309832,-1101,-0.1516111264114569,-788,-0.1085100523271826,701,0.0965298815753236,1333,0.18355824841641422
2023-01-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14891,306,3576,6212,880,5217,6612,701,1991,13552,14175,1339,716,-3270,-0.21959572896380364,5332,0.35806863205963335,-1395,-0.0936807467597878,-1290,-0.0866295077563629,623,0.041837351420321
2023-01-17,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7930,431,734,144,851,2125,2575,1854,1633,5253,6492,2677,1438,-303,-0.0382093316519546,-707,-0.08915510718789407,-450,-0.05674653215636822,221,0.027868852459016394,1239,0.1562421185372005
2023-01-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15885,203,3622,7027,306,5291,6490,769,3162,14445,14735,1440,1150,-3419,-0.2152344979540447,6721,0.423103556814605,-1199,-0.07548001259049418,-2393,-0.15064526282656596,290,0.01825621655649984
2023-01-24,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8788,285,2486,332,80,2644,3107,2198,1166,5967,7347,2821,1441,-2201,-0.2504551661356395,252,0.02867546654528903,-463,-0.052685480200273097,1032,0.11743286299499317,1380,0.1570323167956304
2023-01-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17390,304,4346,7671,63,5605,7642,769,2823,15923,16448,1467,942,-4042,-0.23243243243243245,7608,0.43749281196089707,-2037,-0.1171362852213916,-2054,-0.11811385853939045,525,0.030189764232317423
2023-01-31,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17542,292,5797,8149,58,5683,7201,766,2713,15907,16786,1635,756,-5505,-0.313818264736062,8091,0.46123589100444645,-1518,-0.0865351727283092,-1947,-0.11099076502109223,879,0.050108311481016986
2023-01-31,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,5776,310,1212,480,23,600,2499,1696,707,3259,4614,2517,1162,-902,-0.1561634349030471,457,0.07912049861495844,-1899,-0.3287742382271468,989,0.17122576177285317,1355,0.23459141274238227
2023-02-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16843,303,5827,7721,28,5274,6690,796,2160,15399,16010,1444,833,-5524,-0.3279700765896812,7693,0.4567476102832037,-1416,-0.08407053375289437,-1364,-0.0809831977676186,611,0.036276197826990444
2023-02-07,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11301,319,846,465,17,5809,8239,1761,647,8800,10195,2501,1106,-527,-0.04663304132377666,448,0.039642509512432526,-2430,-0.2150252190071675,1114,0.09857534731439696,1395,0.12344040350411468
