split,window_days,feature,mean,std,min,max
validation,60,news_svd_60d_13,0.008484818821932517,0.1432163231116828,-0.302089271363301,0.33215463598953454
validation,60,news_svd_60d_14,0.025008322177213254,0.15981391488913116,-0.30128713612101254,0.42520224904948023
validation,60,news_svd_60d_15,0.008401501129231827,0.13144534242326886,-0.27322727421070514,0.375621717955314
validation,60,news_svd_60d_16,0.003743359631999294,0.13687545894092223,-0.29532119064899703,0.28948626906179653
validation,60,news_svd_60d_17,0.007267983717910502,0.09966701644787566,-0.26490628642072755,0.3490989132028991
validation,60,news_svd_60d_18,0.004465604999307918,0.11717354758402165,-0.22342323164206745,0.2120045730330302
validation,60,news_svd_60d_19,0.021278924801331426,0.10670237220531847,-0.19522857366870597,0.25855514512515043
validation,60,news_svd_60d_20,0.0013728682815960333,0.0923473456275854,-0.19386745650233805,0.17207352410216759
validation,60,news_svd_60d_21,0.013419712599062663,0.08815240986315241,-0.17601879818803456,0.17187446371529402
validation,60,news_svd_60d_22,0.0033737233350653976,0.07701075576401983,-0.16306443899567538,0.1647709074560378
validation,60,news_svd_60d_23,0.006964107944381765,0.07072090074720563,-0.11661883783388363,0.13543961894102913
validation,60,news_svd_60d_24,0.013302567480797438,0.04602308309825614,-0.09073864881042543,0.15694465210339759
validation,60,news_svd_60d_25,0.007653060242847237,0.0661454523735528,-0.1731684102150995,0.1966689653948528
validation,60,news_svd_60d_26,-0.0009457415779909284,0.039640006765433534,-0.10029507141315862,0.08784070338873758
validation,60,news_svd_60d_27,0.008701641531716445,0.04487050104928568,-0.13179459391862827,0.1519789523450303
validation,60,news_svd_60d_28,-0.011648649539841205,0.03461398542613477,-0.08299002063257808,0.06157481959195238
validation,60,news_svd_60d_29,-0.006083715074781469,0.03130088034383784,-0.08022595690933203,0.0880775522397923
validation,60,news_svd_60d_30,-0.000722768319556468,0.03352211966526519,-0.07367530081332402,0.09313193962165994
validation,60,news_svd_60d_31,0.0012950484557476018,0.030178851273216085,-0.09742356976572644,0.05843734879802555
test,7,news_svd_7d_00,0.2926249442838798,0.0420626218884713,0.1600498621340036,0.39871160724746535
test,7,news_svd_7d_01,0.061449794371491485,0.030678980535249555,-0.024870799013691266,0.18064707021230342
test,7,news_svd_7d_02,-0.03119291101385499,0.017261300509054292,-0.09268497754542007,0.020758683428108545
test,7,news_svd_7d_03,-0.004739011722199631,0.01690056610241211,-0.07207575158740434,0.03758171280278465
test,7,news_svd_7d_04,5.304196270862581e-05,0.013363516217853297,-0.047078371568737315,0.057632404404489836
test,7,news_svd_7d_05,0.005145518386893403,0.014185255508304443,-0.03807800007193354,0.06392555027797422
test,7,news_svd_7d_06,0.01241476569817057,0.013679495983331427,-0.036535165649339105,0.062434649213421095
test,7,news_svd_7d_07,0.01639360976884581,0.014465640801994932,-0.021467181424930232,0.07015430564636088
test,7,news_svd_7d_08,0.01419960184859285,0.014589470860792226,-0.027739576957370855,0.062451221145146556
test,7,news_svd_7d_09,0.028285897065772156,0.015726326021758302,-0.013547769441954488,0.08685164654136955
test,7,news_svd_7d_10,0.008712806923760136,0.015955890068053286,-0.03791019414276513,0.05023035383669748
test,7,news_svd_7d_11,-0.006405034530297521,0.01279323878947612,-0.04558774886511337,0.04147851943790458
test,7,news_svd_7d_12,-0.007499623299977421,0.012798095641241278,-0.05547791091469445,0.027475179541527672
test,7,news_svd_7d_13,0.008158719111377818,0.012180088219145178,-0.027880900541488327,0.045923142457532734
test,7,news_svd_7d_14,-0.0070910274260170434,0.012444008378314638,-0.05780792657713896,0.025808390401303012
test,7,news_svd_7d_15,0.0008054840771139611,0.012471706881985602,-0.04161826436326383,0.03474577296388845
test,7,news_svd_7d_16,-0.00461483009100571,0.011931394790701209,-0.04359470589338579,0.028530662359278303
test,7,news_svd_7d_17,-0.00396391433456839,0.019395220637993826,-0.06279458253621784,0.07131010555995225
test,7,news_svd_7d_18,0.0007381706968684071,0.012446140758040082,-0.039742753701929354,0.0402331663710042
test,7,news_svd_7d_19,0.008049025354576725,0.013212743288586619,-0.028340588472692975,0.046901529599359656
test,7,news_svd_7d_20,-0.0033502374779728543,0.015148149853629719,-0.0421667298700664,0.05413015575082035
test,7,news_svd_7d_21,-0.004720653574347077,0.013231511078183534,-0.05478211326431997,0.03415416485714072
test,7,news_svd_7d_22,-0.009167227209775943,0.013021670129712174,-0.05067039810190333,0.02362243867857938
test,7,news_svd_7d_23,-0.0023208515822610754,0.013549381238638136,-0.047323653802011256,0.04272141806408791
test,7,news_svd_7d_24,-0.007536694623725575,0.014400711687872506,-0.04856751292599577,0.03304998074094076
