split,feature,num_rows,missing_rate,mean,std,min,max
test,finbert_neutral_count_20d,1441,0.0,101.83761276891047,41.01908432353913,33.0,202.0
test,finbert_positive_ratio_20d,1441,0.0,0.30915646151473686,0.06357730886160662,0.18672199170124482,0.5133689839572193
test,finbert_negative_ratio_20d,1441,0.0,0.2612760134047991,0.0845532013840367,0.09,0.5197368421052632
test,finbert_neutral_ratio_20d,1441,0.0,0.42956752508046403,0.07453339467035369,0.22602739726027396,0.6007067137809188
test,finbert_confidence_mean_20d,1441,0.0,0.812672613987418,0.010639970852742363,0.7826452188819876,0.8411897484121621
test,finbert_confidence_max_20d,1441,0.0,0.9718992564607911,0.00273829263843984,0.9566502,0.975977
test,finbert_low_confidence_count_20d,1441,0.0,7.404580152671755,3.539963293417725,0.0,19.0
test,finbert_high_confidence_positive_count_20d,1441,0.0,41.37196391394865,15.142164900583875,15.0,104.0
test,finbert_high_confidence_negative_count_20d,1441,0.0,40.72727272727273,18.3310191376874,4.0,116.0
test,finbert_sentiment_mean_20d,1441,0.0,0.057548468725033844,0.10942732600810903,-0.2398209479717105,0.32864707332164944
test,finbert_sentiment_sum_20d,1441,0.0,12.98061290437503,26.054302668055747,-65.7311559986,98.438372727
test,finbert_sentiment_std_20d,1441,0.0,0.579002007325254,0.047349531355493635,0.44638954786339763,0.6973619530046604
test,finbert_sentiment_abs_mean_20d,1441,0.0,0.47405430044733243,0.05040466614186906,0.35695539890699646,0.61853523745625
test,finbert_confidence_weighted_sentiment_mean_20d,1441,0.0,0.04560072232412759,0.11776751639055547,-0.2697955791370071,0.32085960521096557
test,finbert_positive_prob_mean_20d,1441,0.0,0.31937691248778244,0.04960496607275796,0.21780931088650796,0.4733984375454546
test,finbert_negative_prob_mean_20d,1441,0.0,0.26182844381355347,0.07389866539967402,0.10843518355222222,0.49382318822171056
test,finbert_neutral_prob_mean_20d,1441,0.0,0.4187946441667665,0.06220121429922914,0.25217457580921054,0.5491253624628976
test,finbert_count_matches_sample_table_20d,1441,0.0,1.0,0.0,1.0,1.0
test,finbert_news_count_60d,1441,0.0,695.5780707841776,181.79445327346411,271.0,1103.0
test,finbert_missing_60d,1441,0.0,0.0,0.0,0.0,0.0
test,finbert_unique_source_count_60d,1441,0.0,39.38167938931298,6.065961287739914,27.0,52.0
test,finbert_positive_count_60d,1441,0.0,210.24566273421235,51.51175051621235,103.0,373.0
test,finbert_negative_count_60d,1441,0.0,180.43372657876475,60.137550208345814,34.0,345.0
test,finbert_neutral_count_60d,1441,0.0,304.8986814712006,106.52651993587877,122.0,519.0
test,finbert_positive_ratio_60d,1441,0.0,0.307437737836377,0.044053941608740564,0.21797752808988763,0.4170337738619677
test,finbert_negative_ratio_60d,1441,0.0,0.2616062759501248,0.07092658810619289,0.11945392491467577,0.4360313315926893
test,finbert_neutral_ratio_60d,1441,0.0,0.4309559862134982,0.0647621145039163,0.27049180327868855,0.5488721804511278
test,finbert_confidence_mean_60d,1441,0.0,0.8128526179776852,0.005593224052123121,0.7978140520396271,0.8283162933665008
test,finbert_confidence_max_60d,1441,0.0,0.9738140206384456,0.0016016786745207759,0.9673813,0.975977
test,finbert_low_confidence_count_60d,1441,0.0,21.990978487161694,7.710602491246014,3.0,47.0
test,finbert_high_confidence_positive_count_60d,1441,0.0,122.75850104094378,30.09418038935625,59.0,223.0
test,finbert_high_confidence_negative_count_60d,1441,0.0,122.10617626648161,43.05029967497351,23.0,248.0
test,finbert_sentiment_mean_60d,1441,0.0,0.055637134187621215,0.08414690566115711,-0.1673005644208877,0.2573338606273038
test,finbert_sentiment_sum_60d,1441,0.0,37.265208848679706,56.972087729882595,-129.2370782974,179.62027355536
test,finbert_sentiment_std_60d,1441,0.0,0.5823884347287185,0.039426910241968656,0.5085260715223004,0.6731144658063936
test,finbert_sentiment_abs_mean_60d,1441,0.0,0.4731289046235954,0.04345633417904175,0.40086712385890977,0.5834141360996721
test,finbert_confidence_weighted_sentiment_mean_60d,1441,0.0,0.04342936158452392,0.08999829070078597,-0.1984661863832018,0.25638963314101576
test,finbert_positive_prob_mean_60d,1441,0.0,0.31786580358943173,0.03456701412907585,0.2472790197237086,0.40624339889372935
test,finbert_negative_prob_mean_60d,1441,0.0,0.26222866945079404,0.062149477011328884,0.13051223923651878,0.4152316581729765
test,finbert_neutral_prob_mean_60d,1441,0.0,0.41990552737731024,0.055083301573619514,0.2850016598711019,0.5150190241221805
test,finbert_count_matches_sample_table_60d,1441,0.0,1.0,0.0,1.0,1.0
test,finbert_sentiment_mean_z_7d,1441,0.0,0.6498417557579097,1.0066808928048823,-2.8074242746088847,2.997864947976082
